标签,邮件
1,约“惠”在移动，快乐享不停！西夏移动分公司针对高消费客户重磅推出交2399元送G3智能手机一部再送三开门创维冰箱再送1899元话费。交1999元送G3智能手机一部再送电动车一辆或32寸海尔电视一台再送1899元话费。交1599元送G3智能手机一部再送创维全自动洗衣机一台再送1599元话费。此活动仅限未签约客户可以办理，数量有限，送完为止。请凭此邮件及身份证原件到同心北路220-5号同心北路营业厅旁移动渠道办公室办理，详询15719516778。
1,尊敬的客户：很荣幸为您05月22日10人14天北美洲美国商务访问单团的询单提供服务。询单号：1065588、销售顾问：雷婷、受理时间：2013-05-13。感谢您的信任，我们将尽快为您报价。如果您对我们的服务有任何的问题，可以随时向您的客户经理反馈。客户经理：王中硕 、手机：013911296740。【汇程旅行】
1,21日建仓300223北京君正，明日必拉涨5以上出货！20日买入中金岭南的会员今日涨幅5！全国合作热线：4006116383【港澳私募】
1,37万起大三房，宽尺度，不憋屈！【晶宝·塞纳国际】开盘倒计时：优惠高至92折！2号线双铁物业/舒阔楼间距/经典户型演绎/ 87633888
1,抢滩主城勤业中心、摆平欧尚超市旁【平岗星苑】就在今朝，惊爆价抢房倒计时，交5000抵20000，90-140平全能户型任你选88887755
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/yFXpO
1,网友总结公交车易走光的5个座位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mbY/NcCf4
1,亲爱的用户，今天下午3点，将举行小米手机剩余订单专场，欢迎届时访问小米网xiaomi.com购买。【小米】
1,美的空调“一晚一度电一年抢一回”存50抵四百至三千元1P冷暖1799更多惊喜17-19日市内各美的空调专柜13753510583【美的】
1,不限购，总价85万起，地铁旁精装修准现房，41-110 ㎡ ，紧随产城一体化利好！城市综合体里酒店式公寓4006333550【绿地启航社】
1,"路痴不可怕，就怕没地图，高德地图，精确定位，快速导航，秒杀一切路痴，找银行、找饭店，so easy,一键在手，走遍全球，下载地址：  http://ah-3g.cn/cp.jsp?id=6427"
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,十周年店庆大酬宾，手抓每斤50元，欢迎惠顾，订座电话：8286662.18993866131地址：新华路西口[伊鼎楼（原马忠华）手抓王老店]
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh2/N3Tbz
1,【野岛温泉】原【汤岛温泉】重新开张啦！490元零利润开业价！吴中路（万源路口）肯德基旁（吴中路海底捞对面）13917751099贱经理
1,丽江酒吧摆千万“艳遇佛”引游客疯狂膜拜，网友争议炸开锅http://180.3gbc.cn/?a=139341
1,看遍福田终回归【天健铂庭】55万起安家CBD，纯复式公馆买一层送一层，全新现楼，最后珍藏席位，凭邮件上门享巨惠88996999【广云】
1,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgM/JhI2O
1,8月15-17日广州电子化学品展广交会馆举行，电子化学品金属净化、过滤技术先驱3M携低析出高过滤产品亮相，02089899213【振威展览】
1,诚信办正（学历，职称，上岗证，驾照，章等）电话：13974699920。请君保留，以备急用。
1,澳洲永久产权精装公寓别墅，周四至周日，东方君悦大酒店。澳洲开发商现场说明会，讲解人在北京如何首期10即可拥有。咨询010-51288718
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhe/R7jKq
1,数亿件宝贝、几千万卖家在线，手机有淘宝，让您随时随地“购”精彩http://180.3gbc.cn/?a=138501
1,爆笑二货老外雷人囧事集锦  http://g.wo.com.cn/h1L/9qjnor&h=1&f=a11Hh
1,世界酒庄原乡，城心湖岛美境【纳帕溪谷】临湖美墅仅12席急推，现认筹可享开盘特惠价，约230~300平美墅至高实得约900平81730888
1,5月最后机会，抢学府现房！25日【远洋玺塘】火爆开~盘！80?两居楼王现房仅此一栋！买房可上实验学校！实景兑现，所见即所得！66580555
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,三星I9082五寸屏大有可观，双卡双待左右逢源，5月底前办理，更有两年免费打，更多惊喜登 http://xa10010.tmall.com
1,《全面绩效管理、薪酬体系设计与劳动用工风险控制实战特训班》由著名人力专家于5月23-25日清华授课。电话：010-68431317【学之宝】
1,福建联通欢迎您来到美丽的鹭岛厦门！观茶史、品茶趣、飧茶餐、植茶乐、赏茶舞，三和茶诚邀您到安溪体验全景式茶之旅，详询400-703-1858。
1,21日建仓300223北京君正，明日必拉涨5以上出货！20日买入中金岭南的会员今日涨幅5！全国合作热线：4006116383【港澳私募】
1,2013最给力的“发邮件、夺宝箱”活动开始啦！回复1-5000000之间任一数字即可参与夺宝，笔记本电脑、数码相机、话费等大奖等您挖，每月1000份奖品等您拿，发个邮件试试运气吧。回复字母JP或数字0了解奖品清单！无信息费，邮件资费按标准资费收取。
1,临朐全福元中央商务区纯住宅高档社区--中央公馆5月25日限量加推，90一140㎡精品户型3600元/㎡起，当天可享多重优惠。询2199999
1,亦庄核心，万科品质力作，75/92|坪装修新品，名校护航，私享3万平运动公园，预约到访即有好礼4006092077【金域东郡】
1,凭身份证存99元送G3手机。再送160元话费限40名，地址：中医院东100米中山街移动65952177【中山街厅】
1,您好，您当月累计消费为60.26元，话费余额23.65元，专有账户余额0.00元。快速查话费请拨1008611。
1,六.一曲江演出携手莱安集团邀您共享亲子时光：中国杂技团＂金小丑＂奖杂技剧《金小丑的梦》6月1日2日曲江国际会议中心，抢票热线81545309
1,你好，我以前和你联系过的，新到奔驰，宝马奥迪，路虎，大众等3到50万欢迎新老客户来电咨询13823302755李生【车市】
1,[PUSH]海南海口-15133008653诺基亚用户!您手机系统已过期.部
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,6900元/㎡即享北市月牙塘片区双学校生态美宅，意向认筹火热进行中，售楼地址：龙泉路昆八中北侧63624888
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/YGDM3
1,尊敬的客户：车险增*值服务卡网上平台开通啦！汽车配件、酒水食品、电子电器、旅游养生！赶快登陆qianwei.ormita.cn！
1,非中心不鼎级，生活一步到位！地铁一号正上方【云龙华府】全城首发！80-180㎡世家大宅，独揽豪景楼距，尊享绿城物业！85908999【华府】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,杭州移动特惠感恩：恭喜你获得5个Q币，价值5元！点击领取 http://wap.zjicity.com/wxcs/LYCH8h
1,null现在淘宝评价也能赚钱了，在给卖家评价的时候只需加入推广语即可得到高佣金，快来赚钱吧详情进入www.pingjiaw.com！ 【鸿利电子商务】
1,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgo/QHqMJ
1,"今天带学员入(300223北京君正)明日拉绝对精彩,关注勿追!合作双赢才是硬道理!预约明日午盘布入内线0752-8467268【惠丰基金】"
1,"45万㎡红酒小镇GOLF墅景洋房5月盛大开盘,5999起1万抵5万，170使用率送露台庭院车库,大产权不限购4000430600[房讯通]"
1,"有资_金寻找风险小.回报可观的项目,可靠的资金来源.灵活快捷的方式真诚与你合作010-57019258,18310467890【金企凯瑞】"
1,大规模、大花园、大景观、大排场，【墅有别，大不同】，西部山前区醇熟城市别 墅，二期准现 房清 盘特蕙史无前例，抢墅专　线87807777
1,节能惠民倒计时，5月24－26日东方电器携长虹电视、容声冰箱、三洋洗衣机｛厂价直供 国家直补=超低价格｝值得期待，询2121982
1, 纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgV/N0Tdt
1,[PUSH]海南海口-13593048320用户:您的好友发来新拍相 片，请
1,周年庆巨惠：满177送玉菇甜瓜2只装或新西兰加纳果8只装，更多惊喜活动等你参加yummy77.com【美味七七/原正大天地】
1,非民间无 抵 扌甲 貸款，低息，快捷，银行签约。咨询热线：15 56 3458 960-【可直接回复】
1,跟哑巴英语说再见：美英外教1对1，母语式教学，有教师证；流利口语练出来，1节顶10节课，爱上英语，免费体验：4006018101【外教中国】
1,深圳一电梯失控 女护士被诡异夹死[21CN]-中国移动冲浪助手:http://go.10086.cn/nd/m8j/10uDxK
1,鹰潭外国语学校、江西广播电视艺术幼儿园入主月湖新城，国际化一站式教育即将呈现，开启新月湖新中心国际教育基地6667777【绿地月湖国际星城】
1,行情价加2000元收购您的爱车！安美途挑战沪上最高价！本月来店评估均赠大礼盒或代金券，详询：400-820-2227[安美途]
1,歌曲下载听什么？《致青春》带你体验人间悲喜。不想下不用愁，移动在线听歌同享青春盛宴-掌上精彩http://zsjc.bj.monternet.com/kd3
1,由市住建委主办的济宁房产博览会5月24至26日在济宁体育馆举行，城区主流楼盘悉数到场，现场有精彩活动演艺！更多购房优惠详询：2311016
1,北京现代苏州正旺18、19日团购开始啦！全新胜达每天仅需22元~老带新可获原厂导航、凯宾斯基自助晚餐券~65960400
1,月均1800元～45天突破外语，一对一外教上门授课满足全方位需求，2人同行1人8.8折～超值优惠，免费体验63149963
1,《企业绩效考核、薪酬体系设计与劳动用工风险控制实战班》由著名人力资源专家5月23-25日于清华授课!电话010-82865969【开课通知】
1,【生日祝福】亲爱的天猫达人，生日喽！不要错过我们为你量身定制的生日祝福，立即登录，惊喜就在天猫首页www.tmall.com【天猫】
1,一等再无！吉信御翠园33万㎡墅院洋房，一户人家、两层空间，三重院落，六大露台， 228—430㎡电梯叠墅，实景绽放3318888【吉信置业】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,李林：25日中华路岛内价广场疯抢创维50寸3DLED补贴价3998元，购4K极清或高清一体机送千元豪礼，询8650335【创维集团】
1,热烈庆祝洛阳牡丹妇产医院6周年院庆！关爱女性健康，我们一直在行动，只要36元可享受296元的女性健康套餐，报名热线：65169999
1,团购二环边现房住宅，均价6000元每平，可正常贷款，配套高标准学校，开发商直销垂询热线：18787187126 （欢迎实地看房）【春城慧谷】
1,丑小鸭美妆连锁店感恩16周年，即日起18岁-55周岁女性持身份证进店免费领价值80元芦荟胶，兴安大街文化广场东侧丑小鸭化妆品店7694439
